hold_mean,hold_std,hold_median,inter_mean,inter_std,inter_median,typing_rate,backspace_count,hold_mean_E,hold_std_E,inter_mean_E,inter_std_E,hold_mean_T,hold_std_T,inter_mean_T,inter_std_T,hold_mean_A,hold_std_A,inter_mean_A,inter_std_A,hold_mean_I,hold_std_I,inter_mean_I,inter_std_I,hold_mean_N,hold_std_N,inter_mean_N,inter_std_N,hold_mean_S,hold_std_S,inter_mean_S,inter_std_S,hold_mean_R,hold_std_R,inter_mean_R,inter_std_R,hold_mean_H,hold_std_H,inter_mean_H,inter_std_H,user,session,condition,file
121.52908726178535,96.21670525214498,109.0,683.1555444054189,3375.2117985822947,234.0,0.0014644105637319704,81,119.04347826086956,31.422753125540382,301.83152173913044,473.554699202547,94.69298245614036,21.45952011079598,243.56140350877192,125.5320630802667,130.9763779527559,25.610180236825038,292.54330708661416,414.2809111235354,90.72131147540983,15.932882944896381,277.9672131147541,145.45552722543752,102.88775510204081,24.26338580822554,2118.8571428571427,10795.095299746652,122.03883495145631,30.298810361502206,1429.7184466019417,4325.659546584855,102.42666666666666,26.211027365510787,345.68,746.1184563682455,102.53225806451613,24.50129538506701,334.51612903225805,909.5050185524609,48,s2,baseline,048201
96.04210228878215,50.99142736310107,93.0,338.8312605992086,590.8742132274385,187.0,0.0029513112862013064,54,88.2411575562701,14.742474583984208,273.2508038585209,302.67321546692915,82.76363636363637,13.23901072432067,297.0327272727273,337.162850889351,97.90454545454546,19.002989651696375,196.21363636363637,143.94678560765732,87.77297297297298,12.166961215335807,217.36756756756756,145.44438902717656,87.66279069767442,14.624851790237914,241.52325581395348,251.26256658353202,91.16883116883118,18.78891811915681,317.11764705882354,582.4590304106221,85.05,14.179625725465595,280.1357142857143,361.2485533478554,86.89393939393939,12.968059582283706,225.75757575757575,289.0777949506274,60,s2,baseline,060200
142.88140472078297,82.54341879867357,140.0,711.1889400921659,3331.7369515121127,234.0,0.0014067180708606897,218,152.8768115942029,36.42054144448474,755.8840579710145,3548.9398295961114,156.80188679245282,30.449283478672246,276.49056603773585,517.2949460721176,164.8190476190476,36.57992708794862,344.77142857142854,382.20605903704075,135.64893617021278,25.15006342651302,483.27659574468083,1596.5220870876242,136.5326086956522,21.650108488008396,1497.0760869565217,8991.456348442664,176.27777777777777,34.079654333724875,890.0925925925926,2004.814827216372,140.01612903225808,23.018570298000608,471.69354838709677,820.8972193868648,126.93333333333334,18.120767705100747,179.48333333333332,183.64907583637756,35,s2,baseline,035201
123.33967112024666,199.41824495790556,109.0,381.8467866323907,2484.5037267630414,156.0,0.002619756952250689,176,120.27011494252874,28.919259839109998,173.91379310344828,136.3593904832692,107.95098039215686,22.053134342604203,119.7156862745098,72.15198792676422,143.94642857142858,25.384486012169734,229.91071428571428,547.7383296267907,113.98290598290598,27.60929575465633,144.67521367521368,127.92791967940913,105.57894736842105,20.038163035551317,348.5578947368421,1138.8405250012142,118.24705882352941,28.49309756759591,651.7176470588236,3334.3590674768443,131.67073170731706,29.37356322508005,199.0121951219512,279.78665626153565,93.84905660377359,18.352313335663734,167.52830188679246,167.82634823312864,56,s2,baseline,056201
94.73990561090719,96.57004433364686,78.0,390.6142145292421,3088.4353807133057,156.0,0.002560339839129565,159,83.89602446483181,20.14264610586679,289.0795107033639,642.0754334029431,70.92363636363636,11.430962158443558,455.4290909090909,4408.082759232706,128.63555555555556,22.166853688991043,210.4,348.7813450668867,66.02747252747253,10.881192221504644,182.52197802197801,195.95454468549744,70.35555555555555,10.721018930753747,188.6611111111111,197.77984853784858,97.9751552795031,27.84226875316942,333.0,689.7121410414637,73.73469387755102,15.044752528632223,288.01360544217687,609.0741941377518,67.72992700729927,9.696491689758856,169.62043795620437,224.59651190286166,3,s2,baseline,003200
142.83307770961144,68.0049656849253,140.0,389.5060086934288,1350.0316832564204,187.0,0.0025663549035288037,234,137.15407854984895,31.921880760394416,378.03625377643505,531.8507206143374,126.86785714285715,29.06151792284071,344.64642857142854,1689.1788516449014,156.33333333333334,30.043462011053414,215.07657657657657,230.43837676780157,125.12820512820512,34.657577324579464,215.28205128205127,208.78880861032863,136.16091954022988,30.43699864491845,222.40804597701148,287.3219191475279,141.69375,33.85982074579693,549.1375,1658.249466634544,141.65034965034965,37.87765707474725,281.6923076923077,341.03032350396643,130.87769784172662,34.9057230639008,612.589928057554,4728.795922325943,72,s2,baseline,072200
133.47039627039626,68.28839970211342,125.0,840.057369402985,3353.2153554645024,218.0,0.0011908839912435328,211,126.13068181818181,30.077928550662534,410.54545454545456,691.5542180988037,121.12280701754386,23.08912569704591,352.5438596491228,706.4514626844244,150.11016949152543,36.2600737372237,377.0762711864407,460.568811119388,154.92561983471074,34.78604386469236,347.0082644628099,704.2408549281137,148.28070175438597,32.888570182212966,573.6578947368421,2582.5451468649235,127.67326732673267,25.05483448176688,565.940594059406,1844.4280705308147,140.1184210526316,28.15696936502071,446.55263157894734,1099.6898413779754,139.71875,31.572074661597707,714.078125,2739.717984486995,27,s2,baseline,027201
477.7865879375791,3309.2466895764974,109.0,519.0539856600591,2345.964406700858,203.0,0.0019272691522372004,235,106.4186046511628,20.78039388813467,562.6372093023256,3508.722934512443,5809.6,12179.9936563032,240.86301369863014,230.0630833720257,121.92372881355932,18.88060469247679,253.44915254237287,167.54577403678942,127.41221374045801,33.54042114858643,237.46564885496184,337.3475408592979,117.31132075471699,20.57171680287941,275.89622641509436,305.66512473019566,111.23762376237623,22.682111639194897,664.0792079207921,1936.6468044564176,105.86842105263158,18.31618647482629,233.77631578947367,225.22845703887157,120.42857142857143,21.012629826961167,218.0857142857143,177.41611642505012,44,s2,baseline,044201
102.13129496402878,87.27310312668557,78.0,348.24415317399126,668.1592803865813,203.0,0.0028713605394498527,204,110.809667673716,32.563997369226236,392.4471299093656,889.4662505969392,89.41868512110727,29.796329347115073,285.681660899654,408.09797110931464,151.05150214592274,40.63579375126146,215.01716738197425,263.90084569330486,78.26943005181347,13.631719645891145,257.77720207253884,185.36354728371396,73.6304347826087,13.561628566517426,286.9130434782609,324.96450147850305,133.70886075949366,83.54141728807095,339.4140127388535,620.9720451218005,91.09740259740259,29.145574942142506,235.94155844155844,243.50783973653841,74.78620689655172,14.120753231299766,277.7448275862069,372.7574931240721,11,s2,baseline,011200
99.39141856392294,67.31768552544392,93.0,935.7554776511831,7130.246838988567,203.0,0.0010694816572657793,28,82.42105263157895,15.127235074435443,207.8842105263158,118.1752368002611,74.61538461538461,15.287694707425826,194.92307692307693,147.18981023388267,84.79166666666667,13.88838193519237,241.52777777777777,209.77547337187698,118.61538461538461,28.256259015836118,200.52564102564102,155.0801880549324,104.64516129032258,23.066591379681814,208.59677419354838,191.14514495850287,78.89795918367346,15.529096978830607,1354.6326530612246,7237.8082929478305,77.0,19.5859581358064,356.0243902439024,706.141507541802,104.12903225806451,26.785578613203803,298.38709677419354,358.31025278780623,39,s2,baseline,039201
